Variant,Room_ID,DATE,room_tournaments,Room_Net_Profit,Room_Gross_Revenue,Room_Total_Time,Player_Count,Avg_Score_In_Room,Max_Score_In_Room,Total_Coins_Spent_In_Room,Total_Coins_Claimed_In_Room,Avg_Player_Duration
A_Control_Group,4458,2024-07-05,t11,280,120,1008.819,6,152.83333333333334,188,120,140,168.1365
A_Control_Group,4324,2024-07-04,t2,315,120,715.552,4,122.25,129,120,105,178.888
A_Control_Group,4357,2024-07-04,t11,336,120,716.337,4,143.25,180,120,84,179.08425
A_Control_Group,4370,2024-07-04,t6,322,120,1115.308,6,148.5,208,120,98,185.88466666666667
A_Control_Group,4372,2024-07-04,t7,250,120,1075.948,6,131.83333333333331,191,120,210,179.32466666666667
B_Test_Group,4391,2024-07-04,t13,250,120,1001.934,6,116.66666666666667,151,120,210,166.98899999999998
A_Control_Group,4400,2024-07-04,t15,250,120,790.888,6,117.16666666666666,196,120,210,131.81466666666668
A_Control_Group,4244,2024-07-03,t6,324,120,742.78,4,128.75,200,120,126,185.695
B_Test_Group,4278,2024-07-03,t16,286,120,1011.741,6,127.66666666666667,173,120,154,168.62349999999998
A_Control_Group,4166,2024-07-02,t3,357,120,583.855,4,138.5,183,120,63,145.96375
A_Control_Group,4196,2024-07-02,t4,324,120,500.676,4,134,169,120,126,125.169
B_Test_Group,4086,2024-07-01,t19,369,120,727.394,4,134.5,165,120,21,181.8485
A_Control_Group,4100,2024-07-01,t14,286,120,1014.52,6,106.66666666666666,149,120,154,169.08666666666667
B_Test_Group,4127,2024-07-01,t12,250,120,648.251,6,137.66666666666666,195,120,210,108.04183333333333
A_Control_Group,4128,2024-07-01,t4,324,120,857.75,4,129.25,200,120,126,214.4375
B_Test_Group,4155,2024-07-01,t17,315,120,697.075,4,160.25,234,120,105,174.26874999999998
A_Control_Group,4035,2024-06-30,t2,324,120,734.651,4,145.25,187,120,126,183.66275
A_Control_Group,4052,2024-06-30,t3,324,120,650.515,4,127.25,156,120,126,162.62875
A_Control_Group,3927,2024-06-29,t6,244,120,978.472,6,143.5,218,120,196,163.07866666666666
B_Test_Group,3938,2024-06-29,t17,280,120,999.922,6,132.33333333333334,190,120,140,166.65366666666668
B_Test_Group,3867,2024-06-28,t17,315,120,718.944,4,90.25,176,120,105,179.736
B_Test_Group,3890,2024-06-28,t16,272,120,985.878,6,122.33333333333333,154,120,168,164.31300000000002
B_Test_Group,3893,2024-06-28,t19,286,120,1009.822,6,118.16666666666667,161,120,154,168.30366666666669
B_Test_Group,3683,2024-06-26,t12,252,120,1356.276,6,122.33333333333334,158,120,168,226.046
A_Control_Group,3695,2024-06-26,t4,357,120,512.88,4,109,135,120,63,128.22
B_Test_Group,3705,2024-06-26,t20,357,120,844.938,4,131.75,169,120,63,211.2345
A_Control_Group,3715,2024-06-26,t3,324,120,663.821,4,121.75,157,120,126,165.95525
A_Control_Group,3752,2024-06-26,t15,324,120,517.057,4,138.75,185,120,126,129.26425
A_Control_Group,3629,2024-06-25,t10,336,120,652.077,4,147.75,207,120,84,163.01925
A_Control_Group,3649,2024-06-25,t14,258,120,1221.843,6,125.16666666666667,169,120,182,203.64049999999997
B_Test_Group,3666,2024-06-25,t13,315,120,556.658,4,165.25,191,120,105,139.1645
A_Control_Group,3421,2024-06-22,t7,258,120,1072.627,6,119.33333333333333,201,120,182,178.77116666666666
A_Control_Group,3324,2024-06-21,t14,294,120,1050.806,6,145.83333333333334,205,120,126,175.13433333333333
B_Test_Group,3275,2024-06-20,t16,244,120,1264.241,6,134.66666666666669,240,120,196,210.70683333333335
B_Test_Group,3166,2024-06-19,t13,300,120,962.682,6,134.33333333333334,167,120,140,160.447
B_Test_Group,3191,2024-06-19,t12,357,120,603.06,4,112.75,155,120,63,150.76500000000001
A_Control_Group,3198,2024-06-19,t4,357,120,654.162,4,152.5,184,120,63,163.5405
B_Test_Group,3091,2024-06-18,t8,324,120,756.155,4,121.5,161,120,126,189.03875
A_Control_Group,3108,2024-06-18,t6,250,120,1072.345,6,127.66666666666666,212,120,210,178.72416666666666
B_Test_Group,3132,2024-06-18,t19,250,120,879.095,6,135.33333333333334,182,120,210,146.51583333333335
B_Test_Group,2990,2024-06-17,t17,324,120,691.233,4,115.75,139,120,126,172.80825
B_Test_Group,2996,2024-06-17,t9,250,120,1114.517,6,117.83333333333333,180,120,210,185.75283333333331
A_Control_Group,2930,2024-06-16,t11,324,120,688.36,4,147.5,204,120,126,172.09
A_Control_Group,2960,2024-06-16,t3,286,120,1140.722,6,103.5,146,120,154,190.12033333333335
B_Test_Group,2973,2024-06-16,t17,250,120,1104.509,6,128.66666666666666,187,120,210,184.08483333333334
A_Control_Group,2984,2024-06-16,t3,327,120,664.829,4,155,204,120,63,166.20725
B_Test_Group,2857,2024-06-15,t5,324,120,470.473,4,128,187,120,126,117.61824999999999
B_Test_Group,2903,2024-06-15,t1,324,120,696.065,4,138.25,148,120,126,174.01624999999999
B_Test_Group,2834,2024-06-14,t19,327,120,599.473,4,134.25,175,120,63,149.86825
B_Test_Group,2725,2024-06-13,t13,324,120,650.785,4,104,143,120,126,162.69625
A_Control_Group,2626,2024-06-12,t10,258,120,1080.781,6,131.66666666666669,193,120,182,180.13016666666667
B_Test_Group,2629,2024-06-12,t17,286,120,823.166,6,132.33333333333334,184,120,154,137.19433333333333
A_Control_Group,2649,2024-06-12,t6,315,120,616.138,4,92,107,120,105,154.03449999999998
B_Test_Group,2655,2024-06-12,t17,357,120,650.545,4,141.5,168,120,63,162.63625
B_Test_Group,2687,2024-06-12,t19,308,120,845.189,6,121.66666666666666,169,120,112,140.86483333333337
B_Test_Group,2693,2024-06-12,t12,324,120,515.413,4,136,165,120,126,128.85325
B_Test_Group,2568,2024-06-11,t19,336,120,749.154,4,139.25,164,120,84,187.2885
B_Test_Group,2548,2024-06-10,t5,324,120,588.733,4,126.75,164,120,126,147.18325
B_Test_Group,2443,2024-06-09,t20,324,120,673.479,4,130.75,139,120,126,168.36975
B_Test_Group,2466,2024-06-09,t12,300,120,889.414,6,134.33333333333334,177,120,140,148.23566666666667
B_Test_Group,2355,2024-06-08,t17,266,120,914.639,6,153.66666666666666,206,120,154,152.43983333333335
A_Control_Group,2363,2024-06-08,t2,324,120,691.496,4,154.25,195,120,126,172.874
B_Test_Group,2369,2024-06-08,t13,250,120,1025.456,6,134.5,194,120,210,170.90933333333334
B_Test_Group,2377,2024-06-08,t1,250,120,1175.708,6,125.5,210,120,210,195.95133333333334
B_Test_Group,2384,2024-06-08,t13,286,120,775.543,6,147.66666666666669,188,120,154,129.25716666666665
B_Test_Group,2327,2024-06-07,t12,308,120,959.286,6,146.83333333333331,211,120,112,159.881
B_Test_Group,2341,2024-06-07,t9,250,120,937.763,6,132.33333333333334,187,120,210,156.29383333333334
A_Control_Group,2236,2024-06-06,t7,294,120,978.01,6,144.83333333333334,185,120,126,163.00166666666669
A_Control_Group,2243,2024-06-06,t2,300,120,1094.748,6,106.66666666666667,141,120,140,182.458
B_Test_Group,2262,2024-06-06,t1,330,120,1003.423,6,118.33333333333334,224,120,70,167.23716666666667
B_Test_Group,2166,2024-06-05,t16,272,120,933.867,6,131.83333333333334,194,120,168,155.6445
A_Control_Group,2073,2024-06-04,t2,308,120,780.622,6,96.833333333333329,117,120,112,130.10366666666667
B_Test_Group,2116,2024-06-04,t12,324,120,777.611,4,129.5,149,120,126,194.40274999999997
B_Test_Group,2011,2024-06-03,t19,250,120,917.054,6,119.5,159,120,210,152.84233333333336
A_Control_Group,2065,2024-06-03,t14,272,120,1288.059,6,114,157,120,168,214.67649999999998
B_Test_Group,1888,2024-06-01,t20,286,120,1103.684,6,150.66666666666669,195,120,154,183.94733333333332
A_Control_Group,1921,2024-06-01,t15,324,120,635.065,4,116.5,154,120,126,158.76625
B_Test_Group,1833,2024-05-31,t17,348,120,648.471,4,154.25,209,120,42,162.11775
A_Control_Group,1853,2024-05-31,t15,324,120,582.158,4,100.25,132,120,126,145.5395
B_Test_Group,1866,2024-05-31,t17,324,120,886.685,4,109.5,145,120,126,221.67125
A_Control_Group,1771,2024-05-30,t2,324,120,752.812,4,149.5,165,120,126,188.203
B_Test_Group,1702,2024-05-29,t1,250,120,1307.053,6,161.83333333333334,218,120,210,217.84216666666669
A_Control_Group,1729,2024-05-29,t15,324,120,610.843,4,141.25,189,120,126,152.71075000000002
A_Control_Group,1626,2024-05-28,t2,258,120,963.075,6,119.5,172,120,182,160.5125
B_Test_Group,1636,2024-05-28,t16,272,120,1122.634,6,130.16666666666669,201,120,168,187.10566666666668
A_Control_Group,1671,2024-05-28,t10,324,120,625.849,4,153.75,179,120,126,156.46224999999998
B_Test_Group,1567,2024-05-27,t1,250,120,793.118,6,138,193,120,210,132.18633333333332
A_Control_Group,1570,2024-05-27,t3,250,120,686.58,6,133.33333333333334,192,120,210,114.42999999999999
B_Test_Group,1581,2024-05-27,t5,258,120,871.457,6,144.83333333333334,225,120,182,145.24283333333332
A_Control_Group,1592,2024-05-27,t15,288,120,907.956,6,136,174,120,112,151.326
A_Control_Group,1604,2024-05-27,t15,250,120,1305.54,6,122.33333333333334,171,120,210,217.59
B_Test_Group,1532,2024-05-26,t12,250,120,1165.114,6,161.5,216,120,210,194.18566666666663
B_Test_Group,1399,2024-05-25,t13,174,30,371.022,4,139.75,163,120,126,169.62275
B_Test_Group,1472,2024-05-25,t9,369,120,595.674,4,148,204,120,21,148.9185
A_Control_Group,1475,2024-05-25,t11,324,120,573.182,4,123,187,120,126,143.2955
B_Test_Group,1367,2024-05-24,t17,244,120,917.916,6,101,189,120,196,152.98600000000002
A_Control_Group,1386,2024-05-24,t4,324,120,889.86,4,152.25,219,120,126,222.465
B_Test_Group,1340,2024-05-23,t9,280,120,1071.157,6,167.83333333333334,207,120,140,178.52616666666665
B_Test_Group,1236,2024-05-22,t12,250,120,1051.067,6,149.83333333333331,187,120,210,175.17783333333335
B_Test_Group,1243,2024-05-22,t13,250,120,736.192,6,122,176,120,210,122.69866666666667
B_Test_Group,1245,2024-05-22,t9,322,120,790.063,6,126.16666666666667,220,120,98,131.67716666666666
B_Test_Group,1260,2024-05-22,t13,250,120,1016.447,6,127.99999999999999,159,120,210,169.40783333333334
A_Control_Group,1261,2024-05-22,t4,244,120,910.574,6,174.33333333333331,240,120,196,151.76233333333332
A_Control_Group,1180,2024-05-21,t4,336,120,596.404,4,148.75,223,120,84,149.101
B_Test_Group,1145,2024-05-20,t12,357,120,507.38,4,104.25,143,120,63,126.845
B_Test_Group,1068,2024-05-19,t13,324,120,753.565,4,134,167,120,126,188.39124999999999
B_Test_Group,982,2024-05-18,t13,324,120,611.538,4,170.25,210,120,126,152.8845
A_Control_Group,986,2024-05-18,t4,336,120,738.448,4,118.5,156,120,84,184.612
A_Control_Group,861,2024-05-17,t3,194,60,839.094,6,129.83333333333334,195,120,126,180.29483333333334
B_Test_Group,928,2024-05-17,t1,250,120,1002.922,6,130.33333333333334,203,120,210,167.15366666666665
B_Test_Group,955,2024-05-17,t13,250,120,1128.835,6,150.66666666666666,202,120,210,188.13916666666668
B_Test_Group,907,2024-05-16,t12,250,120,1054.375,6,123.16666666666667,177,120,210,175.72916666666669
A_Control_Group,755,2024-05-15,t3,110,40,563.192,6,138.66666666666666,186,120,210,162.63383333333334
B_Test_Group,724,2024-05-13,t12,272,120,722.975,6,126.33333333333334,263,120,168,120.49583333333332
A_Control_Group,734,2024-05-13,t18,258,120,834.139,6,107.83333333333334,122,120,182,139.02316666666667
A_Control_Group,651,2024-05-12,t14,324,120,666.513,4,167,183,120,126,166.62824999999998
B_Test_Group,579,2024-05-11,t17,250,120,928.756,6,133.16666666666669,165,120,210,154.79266666666666
B_Test_Group,585,2024-05-11,t13,324,120,663.24,4,166.25,195,120,126,165.81
A_Control_Group,515,2024-05-10,t18,272,120,1030.127,6,112,179,120,168,171.68783333333334
A_Control_Group,502,2024-05-09,t2,324,120,567.382,4,159,200,120,126,141.84550000000002
A_Control_Group,397,2024-05-08,t3,300,120,1080.308,6,112.33333333333333,149,120,140,180.05133333333333
A_Control_Group,425,2024-05-08,t4,250,120,987.839,6,131.83333333333331,220,120,210,164.63983333333331
A_Control_Group,350,2024-05-07,t4,250,120,942.789,6,129.5,195,120,210,157.13150000000002
A_Control_Group,371,2024-05-07,t6,324,120,462.089,4,166.25,234,120,126,115.52225000000001
A_Control_Group,381,2024-05-07,t15,324,120,755.555,4,167,209,120,126,188.88875
A_Control_Group,303,2024-05-06,t6,324,120,774.695,4,120.75,141,120,126,193.67374999999998
B_Test_Group,193,2024-05-04,t20,258,120,778.961,6,152.16666666666669,178,120,182,129.82683333333333
A_Control_Group,194,2024-05-04,t4,250,120,1276.767,6,146.16666666666666,212,120,210,212.7945
B_Test_Group,143,2024-05-03,t17,324,120,781.092,4,132.25,168,120,126,195.273
A_Control_Group,146,2024-05-03,t18,324,120,612.748,4,181,199,120,126,153.187
A_Control_Group,102,2024-05-02,t14,357,120,778.154,4,121.25,155,120,63,194.5385
B_Test_Group,103,2024-05-02,t17,250,120,980.358,6,158.33333333333334,218,120,210,163.393
A_Control_Group,60,2024-05-02,t3,357,120,789.43,4,147.5,176,120,63,197.35750000000002
B_Test_Group,63,2024-05-02,t20,300,120,900.637,6,152.83333333333334,201,120,140,150.10616666666667
B_Test_Group,75,2024-05-02,t5,315,120,745.59,4,118.25,140,120,105,186.3975
B_Test_Group,6736,2024-07-31,t20,246,140,1276.68,7,151.28571428571428,190,140,294,182.38285714285715
A_Control_Group,6491,2024-07-29,t10,76,20,398.064,7,129.57142857142858,188,140,224,160.97785714285715
A_Control_Group,6430,2024-07-28,t10,310,140,1149.035,7,133.42857142857142,166,140,210,164.14785714285716
B_Test_Group,6249,2024-07-26,t19,296,140,957.792,7,128,183,140,224,136.82742857142856
A_Control_Group,6260,2024-07-26,t4,296,140,1145.644,7,155.28571428571428,217,140,224,163.6634285714286
A_Control_Group,6200,2024-07-25,t15,246,140,964.498,7,151.57142857142856,203,140,294,137.78542857142858
A_Control_Group,6052,2024-07-23,t7,296,140,1237.98,7,145.57142857142858,199,140,224,176.85428571428571
B_Test_Group,5892,2024-07-22,t19,246,140,1138.895,7,105.14285714285714,195,140,294,162.69928571428568
B_Test_Group,5896,2024-07-22,t20,304,140,1208.927,7,147.71428571428569,221,140,196,172.70385714285712
A_Control_Group,5967,2024-07-22,t18,268,140,1134.4,7,125.57142857142858,148,140,252,162.05714285714288
B_Test_Group,5724,2024-07-20,t8,254,140,987.595,7,126.28571428571428,215,140,266,141.085
A_Control_Group,5755,2024-07-20,t15,296,140,1087.523,7,134.85714285714286,165,140,224,155.36042857142857
A_Control_Group,5626,2024-07-19,t10,282,140,1054.561,7,126.28571428571431,214,140,238,150.65157142857143
B_Test_Group,5637,2024-07-19,t13,290,140,1137.182,7,120.85714285714286,184,140,210,162.45457142857143
A_Control_Group,5573,2024-07-18,t7,240,140,999.995,7,160.71428571428572,202,140,280,142.85642857142858
B_Test_Group,5452,2024-07-17,t19,246,140,891.432,7,133.85714285714286,192,140,294,127.34742857142857
A_Control_Group,5494,2024-07-17,t2,254,140,1147.187,7,113.28571428571429,163,140,266,163.88385714285715
A_Control_Group,5520,2024-07-17,t11,246,140,1403.86,7,138.28571428571431,185,140,294,200.55142857142857
A_Control_Group,5382,2024-07-16,t2,246,140,1178.941,7,155.85714285714286,203,140,294,168.42014285714285
A_Control_Group,5421,2024-07-16,t18,332,140,1239.722,7,132.42857142857142,203,140,168,177.10314285714284
B_Test_Group,5261,2024-07-15,t1,246,140,1443.379,7,105.85714285714285,185,140,294,206.197
B_Test_Group,5294,2024-07-15,t8,282,140,1242.094,7,124.42857142857143,180,140,238,177.442
A_Control_Group,5328,2024-07-15,t2,268,140,1124.291,7,125.42857142857142,159,140,252,160.613
A_Control_Group,5120,2024-07-14,t18,270,120,1030.536,7,106.85714285714286,141,140,210,180.07857142857145
B_Test_Group,5183,2024-07-14,t1,296,140,1016.166,7,141.28571428571428,165,140,224,145.16657142857142
B_Test_Group,5094,2024-07-13,t17,246,140,1243.912,7,116.28571428571429,155,140,294,177.70171428571427
A_Control_Group,5097,2024-07-13,t14,246,140,1404.085,7,142.28571428571431,228,140,294,200.58357142857142
A_Control_Group,5118,2024-07-13,t4,246,140,1084.203,7,143.14285714285714,207,140,294,154.88614285714286
B_Test_Group,5148,2024-07-13,t5,254,140,1081.305,7,120.99999999999999,167,140,266,154.47214285714287
B_Test_Group,5004,2024-07-12,t13,240,140,908.995,7,132.57142857142858,162,140,280,129.85642857142858
B_Test_Group,5022,2024-07-12,t19,246,140,1054.846,7,143,231,140,294,150.69228571428573
A_Control_Group,4953,2024-07-11,t15,246,140,1548.502,7,159.85714285714283,217,140,294,221.21457142857142
B_Test_Group,4955,2024-07-11,t19,326,140,1346.851,7,129.57142857142858,159,140,154,192.40728571428571
A_Control_Group,4957,2024-07-11,t18,268,140,1244.952,7,145.14285714285714,190,140,252,177.85028571428572
A_Control_Group,4829,2024-07-10,t6,248,140,1164.839,7,137.85714285714286,212,140,252,166.40557142857142
B_Test_Group,4892,2024-07-10,t20,282,140,1104.539,7,162.14285714285714,218,140,238,157.79128571428572
A_Control_Group,4749,2024-07-09,t3,246,140,1128.207,7,144.14285714285714,217,140,294,161.17242857142858
B_Test_Group,4700,2024-07-08,t9,246,140,1271.539,7,127.42857142857143,184,140,294,181.64842857142855
B_Test_Group,4715,2024-07-08,t13,296,140,1240.935,7,125.14285714285715,176,140,224,177.27642857142857
A_Control_Group,4720,2024-07-08,t15,246,140,1184.001,7,133.57142857142858,182,140,294,169.143
A_Control_Group,4586,2024-07-07,t11,246,140,1178.215,7,133.85714285714286,177,140,294,168.31642857142856
B_Test_Group,4600,2024-07-07,t12,246,140,1280.528,7,128.14285714285714,175,140,294,182.93257142857141
B_Test_Group,4508,2024-07-06,t13,246,140,1133.891,7,128.42857142857142,176,140,294,161.98442857142857
A_Control_Group,4561,2024-07-06,t15,246,140,1058.23,7,141.28571428571428,197,140,294,151.17571428571429
B_Test_Group,4563,2024-07-06,t1,304,140,1377.283,7,130.28571428571428,215,140,196,196.75471428571427
B_Test_Group,4467,2024-07-05,t20,296,140,1228.685,7,154.85714285714286,200,140,224,175.52642857142857
B_Test_Group,4257,2024-07-03,t5,360,140,1127.634,7,102.99999999999999,173,140,140,161.09057142857145
A_Control_Group,4212,2024-07-02,t7,268,140,952.621,7,141.28571428571431,193,140,252,136.08871428571427
B_Test_Group,4228,2024-07-02,t19,246,140,978.65,7,122.42857142857143,181,140,294,139.80714285714285
B_Test_Group,4110,2024-07-01,t8,354,140,1181.176,7,111.14285714285714,198,140,126,168.73942857142859
A_Control_Group,4120,2024-07-01,t6,246,140,1003.242,7,151.00000000000003,191,140,294,143.32028571428572
A_Control_Group,4028,2024-06-30,t3,246,140,1341.927,7,120.99999999999999,152,140,294,191.70385714285715
B_Test_Group,4031,2024-06-30,t17,276,140,1069.867,7,123.28571428571429,181,140,224,152.83814285714286
B_Test_Group,4051,2024-06-30,t12,240,140,1265.244,7,133.57142857142856,199,140,280,180.74914285714283
A_Control_Group,3931,2024-06-29,t3,268,140,949.1,7,129.14285714285714,184,140,252,135.58571428571429
B_Test_Group,3972,2024-06-29,t16,304,140,1315.964,7,121.14285714285714,216,140,196,187.99485714285714
B_Test_Group,3989,2024-06-29,t13,240,140,992.373,7,120.42857142857142,196,140,280,141.76757142857142
A_Control_Group,3807,2024-06-27,t10,296,140,1274.795,7,144.28571428571431,203,140,224,182.11357142857145
A_Control_Group,3732,2024-06-26,t3,334,140,1302.871,7,128.14285714285714,195,140,126,186.12442857142858
A_Control_Group,3618,2024-06-25,t11,268,140,1134.256,7,127.71428571428572,194,140,252,162.03657142857142
B_Test_Group,3529,2024-06-24,t16,282,140,1206.756,7,145.57142857142858,173,140,238,172.39371428571428
B_Test_Group,3541,2024-06-24,t16,310,140,1419.33,7,118.71428571428572,143,140,210,202.76142857142858
B_Test_Group,3567,2024-06-24,t20,282,140,986.102,7,118.57142857142857,173,140,238,140.87171428571429
B_Test_Group,3581,2024-06-24,t20,246,140,1125.14,7,149.14285714285714,180,140,294,160.7342857142857
A_Control_Group,3586,2024-06-24,t3,246,140,1031.199,7,129.14285714285714,164,140,294,147.31414285714285
B_Test_Group,3454,2024-06-23,t1,290,140,1354.287,7,149.57142857142858,220,140,210,193.46957142857144
B_Test_Group,3384,2024-06-22,t13,246,140,1246.904,7,127.14285714285714,197,140,294,178.12914285714285
B_Test_Group,3236,2024-06-20,t20,246,140,1036.26,7,137.42857142857142,158,140,294,148.03714285714287
B_Test_Group,3168,2024-06-19,t8,246,140,1032.188,7,128.14285714285714,178,140,294,147.45542857142857
A_Control_Group,3185,2024-06-19,t7,298,140,1139.43,7,132.85714285714286,159,140,182,162.77571428571429
B_Test_Group,3118,2024-06-18,t20,246,140,1234.856,7,121.57142857142857,149,140,294,176.408
A_Control_Group,2994,2024-06-17,t11,246,140,1289.315,7,134.28571428571428,173,140,294,184.18785714285715
A_Control_Group,3006,2024-06-17,t3,246,140,955.588,7,136.28571428571431,201,140,294,136.51257142857142
B_Test_Group,2959,2024-06-16,t20,332,140,1181.327,7,134.57142857142856,169,140,168,168.76100000000002
B_Test_Group,2836,2024-06-15,t5,296,140,830.637,7,141.71428571428569,177,140,224,118.66242857142858
B_Test_Group,2901,2024-06-15,t5,246,140,1144.709,7,129,161,140,294,163.52985714285714
A_Control_Group,2801,2024-06-14,t18,246,140,1162.792,7,121.28571428571429,153,140,294,166.11314285714283
B_Test_Group,2704,2024-06-13,t5,246,140,1223.844,7,132.57142857142858,210,140,294,174.83485714285715
B_Test_Group,2419,2024-06-09,t9,290,140,980.166,7,134,194,140,210,140.02371428571428
A_Control_Group,2473,2024-06-09,t2,332,140,1195.801,7,118.71428571428572,163,140,168,170.82871428571428
B_Test_Group,2272,2024-06-06,t5,290,140,1305.679,7,148.42857142857142,219,140,210,186.52557142857142
A_Control_Group,2075,2024-06-04,t10,246,140,1107.734,7,148.42857142857144,178,140,294,158.24771428571427
B_Test_Group,2096,2024-06-04,t17,246,140,1234.178,7,130,194,140,294,176.31114285714284
B_Test_Group,1987,2024-06-02,t9,296,140,912.754,7,145.28571428571428,231,140,224,130.39342857142856
A_Control_Group,1926,2024-06-01,t10,246,140,1238.363,7,135.28571428571428,179,140,294,176.909
B_Test_Group,1763,2024-05-31,t17,174,60,472.531,7,150.85714285714286,194,140,126,144.51657142857141
